, Actual 10 m,Predicted 10 m,Error at 10 m , Actual25 m,Predicted 25 m,Error at 25 m , Actual 50 m,Predicted 50 m,Error at 50 m , Actual 80 m,Predicted 80 m,Error at 80 m 
11/22/2011 21:00,40.8968085106383,890.02673,-850.4267333984375,39.69511278195489,874.9304,-835.330419921875,36.84054054054055,807.35974,-767.7597412109375,39.6,864.3295,-824.7295288085937
11/22/2011 22:00,40.8968085106383,888.6469,-849.0469116210937,39.69511278195489,875.35657,-835.7565673828125,36.84054054054055,806.897,-767.29697265625,39.6,864.09015,-824.4901489257812
11/22/2011 23:00,41.35,886.0034,-845.80341796875,39.69511278195489,874.6478,-834.4478271484375,37.991891891891896,804.9649,-764.7649047851562,40.2,863.618,-823.4179809570312
11/23/2011 0:00,40.8968085106383,892.74084,-853.1408447265625,39.69511278195489,874.1278,-834.5278076171875,36.84054054054055,822.30255,-782.7025512695312,39.6,871.03467,-831.43466796875
11/23/2011 1:00,41.35,887.8949,-847.6948974609375,39.69511278195489,874.303,-834.102978515625,36.84054054054055,812.27814,-772.0781372070312,40.2,866.5841,-826.3841064453125
11/23/2011 2:00,43.08723404255319,892.75964,-852.5596435546875,41.13646616541354,874.1534,-833.9533813476562,37.991891891891896,807.8034,-767.6034057617187,40.2,871.87366,-831.6736572265625
11/23/2011 3:00,43.08723404255319,920.369,-880.1690185546875,41.13646616541354,894.5558,-854.3557861328125,37.991891891891896,823.34406,-783.1440551757812,40.2,873.99994,-833.7999389648437
11/23/2011 4:00,42.63404255319149,928.322,-888.122021484375,41.13646616541354,898.5104,-858.3103759765625,39.14324324324325,827.29987,-787.0998657226562,40.2,874.29614,-834.096142578125
11/23/2011 5:00,42.63404255319149,922.1399,-881.939892578125,41.13646616541354,898.9506,-858.7506225585937,39.14324324324325,843.8678,-803.6677978515625,40.2,874.2779,-834.0778930664062
11/23/2011 6:00,42.63404255319149,920.00916,-879.8091552734375,41.13646616541354,898.4583,-858.2583129882812,39.14324324324325,850.03735,-809.837353515625,40.2,874.8561,-834.6560791015625
11/23/2011 7:00,42.63404255319149,919.7066,-879.5066040039062,41.13646616541354,897.98584,-857.78583984375,39.14324324324325,851.3169,-811.11689453125,40.2,874.83203,-834.63203125
11/23/2011 8:00,42.63404255319149,920.25964,-880.0596435546875,40.65601503759399,899.0672,-858.8671997070312,39.14324324324325,851.5821,-811.3820922851562,40.2,874.679,-834.4790161132812
11/23/2011 9:00,42.63404255319149,921.0615,-880.8615234375,40.65601503759399,892.3983,-852.1983154296875,39.14324324324325,851.9841,-811.7840698242187,40.2,874.696,-834.4959838867187
11/23/2011 10:00,42.18085106382979,920.7211,-880.5211303710937,40.65601503759399,891.245,-851.0449951171875,39.14324324324325,851.89844,-811.6984375,40.2,874.89575,-834.695751953125
11/23/2011 11:00,42.18085106382979,913.999,-873.7990234375,40.65601503759399,891.65533,-851.4553344726562,39.14324324324325,852.17163,-811.971630859375,40.2,874.78217,-834.5821655273437
11/23/2011 12:00,42.18085106382979,912.37494,-872.1749389648437,40.65601503759399,892.3959,-852.1958740234375,39.14324324324325,852.5541,-812.3540771484375,40.2,874.81995,-834.6199462890625
11/23/2011 13:00,42.18085106382979,912.44696,-872.2469604492187,40.65601503759399,893.4931,-853.2931030273437,39.14324324324325,852.2227,-812.0227172851562,40.2,874.65625,-834.45625
11/23/2011 14:00,42.18085106382979,912.0206,-871.8206298828125,40.65601503759399,893.8606,-853.660595703125,39.14324324324325,852.872,-812.6720092773437,40.2,875.02905,-834.829052734375
